Algorithm, Search strategy, query, time(ms, #configurations, #markings
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-13 F, 3.101, 719, 342
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-12 F, 0.076, 18, 0
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-6 F, 88.006, 10246, 1024
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-5 T, 87.53, 3089, 1024
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-3 F, 41.601, 4957, 1024
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-7 T, 34.043, 3073, 1024
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-9 T, 46.015, 5121, 1024
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-11 F, 29.409, 4809, 1001
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-14 T, 24.761, 5560, 1015
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-8 T, 3.387, 530, 345
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-4 F, 4.234, 593, 352
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-15 T, 0.114, 26, 16
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-13 F, 0.149, 56, 16
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-12 F, 0.1, 7, 0
czero, CDFS, DrinkVendingMachine-COL-02-CTLCardinality-10 T, 3.338, 546, 345
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-5 T, 97.612, 3089, 1024
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-6 F, 88.744, 10246, 1024
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-9 T, 61.524, 5121, 1024
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-2 F, 43.72, 6912, 1024
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-11 F, 29.61, 4972, 1006
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-7 T, 27.122, 3073, 1024
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-3 F, 32.635, 4957, 1024
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-14 T, 24.964, 5635, 1018
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-4 F, 4.107, 593, 352
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-10 T, 3.456, 546, 345
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-8 T, 3.591, 530, 345
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-12 F, 0.055, 7, 0
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-13 F, 0.129, 56, 16
czero, DFS, DrinkVendingMachine-COL-02-CTLCardinality-15 T, 0.065, 26, 16
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-5 T, 141.096, 3089, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-3 F, 141.008, 7237, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-15 T, 79.145, 13348, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-6 F, 76.585, 10246, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-10 T, 50.825, 5144, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-14 T, 49.933, 9218, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-11 F, 45.313, 6144, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-9 T, 43.372, 5121, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-13 F, 28.435, 3133, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-4 F, 27.383, 3073, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-8 T, 32.538, 6144, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-7 T, 30.048, 3073, 1024
global, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-12 F, 0.058, 18, 0
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-3 F, 144.702, 7237, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-5 T, 95.393, 3089, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-6 F, 80.472, 10246, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-15 T, 63.544, 13348, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-14 T, 56.393, 9218, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-10 T, 49.427, 5144, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-9 T, 44.304, 5121, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-11 F, 45.057, 6144, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-7 T, 38.369, 3073, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-8 T, 34.465, 6144, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-13 F, 34.994, 3133, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-4 F, 27.816, 3073, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-2 F, 36.477, 7168, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-3 F, 3882.2, 7237, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-5 T, 3068, 3089, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-6 F, 2000.03, 10246, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-1 F, 1520.13, 5134, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-15 T, 597.698, 13348, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-14 T, 540.092, 9218, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-9 T, 547.117, 5121, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-2 F, 474.837, 7168, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-4 F, 383.266, 3073, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-7 T, 361.157, 3073, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-10 T, 312.288, 5144, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-8 T, 264.525, 6144, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-11 F, 139.711, 6144, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-13 F, 77.754, 3133, 1024
global, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-12 F, 0.083, 18, 0
global, BFS, DrinkVendingMachine-COL-02-CTLCardinality-5 T, 110.354, 3089, 1024
global, BFS, DrinkVendingMachine-COL-02-CTLCardinality-6 F, 85.184, 10246, 1024
global, BFS, DrinkVendingMachine-COL-02-CTLCardinality-14 T, 58.341, 9218, 1024
global, BFS, DrinkVendingMachine-COL-02-CTLCardinality-15 T, 67.22, 13348, 1024
global, BFS, DrinkVendingMachine-COL-02-CTLCardinality-1 F, 63.832, 5134, 1024
global, BFS, DrinkVendingMachine-COL-02-CTLCardinality-10 T, 51.58, 5144, 1024
global, BFS, DrinkVendingMachine-COL-02-CTLCardinality-11 F, 46.604, 6144, 1024
